Date,Time,CE_strikes,PE_strikes
2025-01-04,14:15,"23000,23100,23200,23300,23400,23450,23500,23550,23600,23700,23750,23800,23850,23900,24000,24100,24200,24300,24400,24500,24550,24600,24700,24800,24900","21400,21500,21800,21900,22000,22100,22200,22250,22300,22400,22500,22600,22650,22700,22750,22800,22850,23000,23100,23150,23200,23300,23400,23500,23600,23800,23900,24000,24200"
2025-01-04,14:20,"22200,22400,22500,22800,23000,23100,23150,23200,23300,23400,23450,23500,23550,23600,23650,23700,23750,23800,23850,23900,23950,24000,24100,24150,24200,24250,24300,24350,24400,24450,24500,24550,24600,24650,24700,24750,24800,24850,24900","21400,21500,21700,21800,22000,22100,22200,22300,22400,22500,22600,22650,22700,22750,22800,22900,22950,23000,23050,23100,23150,23200,23300,23400,23500,23600,23650,23700,23800,23900,24000,24400"
2025-01-04,14:25,"22000,22400,22800,23000,23100,23150,23200,23300,23400,23500,23550,23600,23700,23800,23900,23950,24000,24100,24150,24200,24300,24400,24500,24600,24700,24750,24800,24900","21400,21500,21700,21800,22000,22100,22200,22300,22400,22500,22600,22700,22750,22800,22850,22900,22950,23000,23050,23100,23150,23200,23300,23400,23450,23500,23550,23600,23700,24000"
2025-01-04,14:30,"22000,22400,22500,22650,22700,22800,22900,22950,23000,23050,23100,23150,23200,23300,23400,23450,23500,23550,23600,23650,23700,23800,23850,23900,23950,24000,24050,24100,24200,24250,24300,24350,24400,24450,24500,24550,24600,24650,24700,24800,24900","21400,21500,21600,21800,21900,22000,22100,22200,22300,22400,22500,22600,22650,22700,22750,22800,22850,22900,22950,23000,23100,23200,23300,23400,23500,23600,23700,23800,23950,24000,24050,24300,24500,24800"
2025-01-04,14:35,"22200,22400,22450,22500,22650,22700,22800,23000,23100,23200,23300,23350,23400,23450,23500,23700,23750,23800,23850,23900,23950,24000,24050,24100,24200,24250,24300,24400,24450,24500,24600,24700,24800,24850,24900","21500,21600,21700,21800,22000,22100,22200,22300,22400,22500,22600,22650,22700,22800,22900,22950,23000,23050,23100,23200,23250,23350,23400,23500,23600,23650,23700,23800,24000,24200,24300,24800"
2025-01-04,14:40,"22000,22400,22500,22650,22800,23000,23200,23300,23350,23400,23500,23600,23700,23800,23850,23900,24000,24100,24200,24250,24300,24400,24500,24600,24700,24800","21400,21500,21600,21800,21900,22000,22100,22200,22250,22300,22400,22500,22600,22650,22700,22800,22900,23000,23050,23100,23200,23300,23400,23500,23600,23650,23700,23800,23850,24000,24200"
2025-01-04,14:45,"22000,22400,22800,23000,23100,23300,23400,23500,23600,23700,23800,23900,24000,24100,24200,24250,24300,24350,24400,24450,24500,24550,24600,24700,24800","21400,21500,21700,21800,22000,22100,22200,22300,22400,22500,22550,22600,22650,22700,22800,22900,22950,23000,23050,23100,23200,23300,23400,23500,23600,23800,24000,24300,24700"
2025-01-04,14:50,"22000,22400,22800,22900,23000,23100,23150,23200,23300,23450,23500,23550,23600,23700,23800,23850,23900,24000,24100,24200,24250,24300,24400,24450,24500,24550,24600,24800,24850,24900","21400,21500,21600,21800,21900,22000,22100,22200,22300,22400,22500,22600,22650,22700,22800,22900,23000,23100,23200,23300,23400,23500,23600,23700,24000,24500"
2025-01-04,14:55,"22400,22500,22800,22900,23000,23100,23150,23200,23300,23400,23450,23500,23600,23700,23750,23800,23850,23900,23950,24000,24050,24100,24150,24200,24250,24300,24350,24400,24450,24500,24550,24600,24700,24800,24850","21400,21500,21600,21700,21800,21900,22000,22100,22200,22250,22300,22400,22500,22600,22650,22700,22750,22800,22850,22900,22950,23000,23050,23100,23150,23200,23250,23300,23400,23450,23500,23600,23650,23700,23800,23850,23900,24000,24300,24500,24600"
2025-01-04,15:00,"22000,22250,22350,22400,22900,23000,23100,23150,23200,23300,23400,23500,23600,23700,23800,23900,24000,24050,24100,24200,24250,24300,24350,24400,24450,24500,24550,24600,24700,24750,24800","21400,21500,21600,21700,21800,21900,22000,22100,22200,22300,22400,22500,22600,22650,22700,22800,22900,22950,23000,23050,23100,23150,23200,23300,23350,23400,23450,23500,23600,23650,23700,23800,23850,23900,24000,24100,24150,24200,24300,24500"
2025-01-04,15:05,"22000,22500,22550,22700,22900,23000,23100,23200,23300,23400,23500,23550,23600,23700,23800,23850,23900,23950,24000,24100,24200,24300,24400,24500,24550,24600,24700,24800","21400,21500,21600,21800,21900,22000,22100,22200,22300,22400,22500,22600,22650,22700,22800,22900,23000,23100,23150,23200,23250,23300,23400,23500,23550,23600,23700,24000,24300,24500"
2025-01-04,15:10,"22500,22800,23000,23200,23300,23400,23500,23550,23600,23700,23800,23850,23900,23950,24000,24100,24200,24250,24300,24350,24400,24450,24500,24550,24600,24700,24800","21400,21500,21600,21700,21800,21900,22000,22100,22200,22250,22300,22400,22500,22600,22650,22700,22800,22900,23000,23100,23200,23300,23400,23500,23600,23650,23700,23750,23800,23850,24000,24200,24300,24500"
2025-01-04,15:15,"22500,22800,22900,23000,23100,23200,23300,23350,23400,23450,23500,23550,23600,23700,23800,23850,23900,23950,24000,24100,24200,24250,24300,24350,24400,24450,24500,24550,24600,24700,24750,24800,24900","21400,21500,21600,21700,21800,21900,22000,22100,22200,22250,22300,22400,22500,22600,22650,22700,22750,22800,22850,22900,22950,23000,23050,23100,23150,23200,23250,23300,23350,23400,23450,23500,23550,23600,23650,23700,23750,23800,23850,23900,24000,24200,24300,24500"
2025-01-04,15:20,"22400,22500,22650,22700,22800,22900,23000,23100,23200,23300,23400,23500,23550,23600,23650,23700,23750,23800,23850,23900,23950,24000,24050,24100,24150,24200,24250,24300,24400,24500,24600,24700,24800,24900","21400,21500,21600,21700,21800,21900,22000,22100,22200,22300,22400,22500,22550,22600,22650,22700,22800,22900,22950,23000,23050,23100,23150,23200,23250,23300,23400,23450,23500,23600,23650,23700,23800,23850,23900,24000,24100,24500"
2025-01-04,15:25,"22000,22500,22800,22900,23000,23050,23100,23150,23200,23300,23400,23450,23500,23550,23600,23650,23700,23750,23800,23850,23900,24000,24050,24100,24150,24200,24250,24300,24350,24400,24500,24550,24600,24700,24750,24800,24850,24900","21400,21500,21600,21700,21800,21900,22000,22100,22150,22200,22250,22300,22400,22450,22500,22550,22600,22650,22700,22750,22800,22900,23000,23100,23150,23200,23300,23400,23450,23500,23550,23600,23650,23700,23800,24000,24100,24200,24500"
2025-01-04,15:30,"24000,24550","22000,22500"
2025-01-07,09:15,"24700,24800,24950,25000,25050,25100,25400,25500,25550,25600,25650,25700,25750,25800,25850,25900,25950,26000,26050","24200,24400,24500,24700,24750,24800,24850,24900,24950,25000,25100,25150,25200,25400,25500,25550,25600,25700,25750,25800,25850,25900,26000"
2025-01-07,09:20,"24500,24900,25000,25300,25400,25500,25550,25600,25650,25700,25750,25800,25850,25900,26000,26050","24200,24400,24500,24700,24750,24800,24900,24950,25000,25100,25200,25250,25300,25400,25500,25550,25600,25700,25750,25850,25900,26000"
2025-01-07,09:25,"24800,25000,25100,25300,25400,25500,25550,25600,25700,25750,25800,25900,26000","24200,24300,24400,24500,24600,24700,24800,24850,24900,24950,25000,25100,25150,25200,25250,25300,25350,25400,25450,25500,25550,25600,25700,25800,25900,26000"
2025-01-07,09:30,"24800,25000,25050,25200,25300,25400,25500,25550,25600,25700,25800,25850,25900,26000,26050","24200,24300,24400,24500,24600,24700,24800,24850,24900,24950,25000,25050,25100,25150,25200,25250,25300,25350,25400,25450,25500,25550,25600,25700,25800,25900,26000"
2025-01-07,09:35,"24800,25000,25200,25300,25400,25500,25550,25600,25650,25700,25800,25900,26000","24200,24300,24400,24500,24600,24700,24750,24800,24850,24900,24950,25000,25100,25200,25300,25400,25500,25600,25700,25800,26000"
2025-01-07,09:40,"25000,25100,25300,25500,25550,25600,25700,25800,26000","24200,24300,24500,24600,24700,24750,24800,24850,24900,24950,25000,25100,25250,25300,25350,25400,25450,25500,25600,25700,25800,25900,26000"
2025-01-07,09:45,"24500,25000,25050,25200,25400,25500,25550,25600,25650,25700,25750,25800,25850,25900,25950,26000,26050","24200,24300,24400,24500,24600,24700,24750,24800,24850,24900,24950,25000,25050,25100,25150,25200,25250,25300,25350,25400,25450,25500,25550,25600,25650,25700,25800,25900,26000"
2025-01-07,09:50,"25000,25400,25500,25550,25600,25650,25700,25750,25800,25850,25900,25950,26000","24200,24300,24400,24500,24600,24700,24750,24800,24850,24900,24950,25000,25050,25100,25150,25200,25300,25350,25500,25550,25600,25800,25900,25950,26000"
2025-01-07,09:55,"24500,25000,25400,25500,25550,25600,25650,25700,25800,26000","24200,24300,24400,24500,24600,24700,24750,24800,24850,24900,24950,25000,25100,25200,25300,25400,25450,25500,25550,25600,25800,26000"
2025-01-07,10:00,"25000,25500,25550,25600,25700,25800,25900,26000","24200,24300,24400,24500,24600,24700,24750,24800,24950,25000,25100,25200,25300,25400,25500,25550,25600,25650,25700,25750,25800,25900,26000"
2025-01-07,10:05,"24500,25000,25200,25400,25500,25600,25700,25750,25800,25900,25950,26000","24300,24500,24750,24800,24850,25000,25100,25200,25500,25600,26000"
2025-01-07,10:10,"24500,24800,25000,25200,25400,25500,25550,25600,25700,25750,25800,26000,26050","24200,24400,24500,24600,24700,24800,25000,25100,25200,25500,25550,25600,25750,25800,26000"
2025-01-07,10:15,"24800,24950,25000,25400,25500,25550,25600,25700,25800,26000,26050","24200,24300,24400,24500,24600,24700,24800,25000,25100,25200,25300,25350,25500,25550,25600,25650,25700,25800,26000"
2025-01-07,10:20,"24500,24800,25000,25300,25400,25500,25600,25650,25700,25800,26000,26050","24200,24300,24400,24500,24700,24800,25000,25100,25200,25400,25500,25600,25650,25700,25800,26000"
2025-01-07,10:25,"24500,25000,25200,25400,25500,25600,25700,25800,25900,26000","24200,24400,24500,24700,24800,25000,25100,25200,25300,25500,25550,25600,25650,25700,25800,25900,26000"
2025-01-07,10:30,"24500,25000,25200,25500,25550,25700,26000","24200,24300,24400,24500,24600,24800,24900,25000,25100,25200,25300,25400,25500,25550,25600,25800,26000"
2025-01-07,10:35,"24800,25200,25500,25550,25600,25700,25750,25850,26000","24200,24300,24500,24700,24800,25000,25100,25200,25300,25400,25500,25550,25600,25700,25750,26000"
2025-01-07,10:40,"25000,25500,25600,26000","24200,24300,24400,24500,24600,24700,24900,25000,25100,25300,25400,25500,25600,26000"
2025-01-07,10:45,"24500,24600,25000,25500,25600,25700,25850,25950,26000","24200,24300,24400,24500,24550,24600,24700,24800,25000,25100,25150,25250,25400,25500,25600,26000"
2025-01-07,10:50,"24500,25000,25200,25350,25400,25500,25600,25700,25800,26000","24200,24300,24400,24500,24600,24700,24800,24900,24950,25000,25100,25200,25300,25400,25500,25550,25600,25750,25800,26000"
2025-01-07,10:55,"24600,25000,25300,25500,25550,25600,25650,26000","24200,24300,24400,24500,24600,24700,24800,25000,25100,25200,25400,25500,25550,25600,25650,25750,25800,25900,26000"
2025-01-07,11:00,"24900,25000,25400,25500,25600,25700,25800,25900,26000","24200,24300,24400,24500,24600,24700,24800,24900,25000,25100,25200,25500,25550,25600,25700,25800,26000"
2025-01-07,11:05,"25000,25500,25650,25700,25950,26000","24200,24300,24400,24500,24600,24700,24800,24900,25000,25100,25300,25400,25500,25600,25700,25800,26000"
2025-01-07,11:10,"25000,25500,25650,26000","24200,24300,24400,24500,24600,24700,24800,24900,25000,25200,25300,25400,25500,25600,25800,26000"
2025-01-07,11:15,"24900,24950,25000,25050,25100,25500,25550,25600,25700,25800,25850,25900,25950,26000,26050","24200,24300,24400,24500,24600,24700,24800,25000,25100,25200,25300,25350,25400,25450,25500,25550,26000"
2025-01-07,11:20,"24500,25000,25200,25300,25400,25500,25600,25800,25900,26000","24400,24500,24600,24700,24800,24900,25000,25200,25300,25400,25450,25500,25600,25650,25800,26000"
2025-01-07,11:25,"24500,25000,25200,25350,25500,25550,25600,25700,26000","24200,24300,24500,24600,24700,25000,25400,25500,25600,25650,25700,26000"
2025-01-07,11:30,"25000,25100,25300,25400,25500,25600,25700,25800,26000","24300,24400,24500,24600,24700,24800,24900,25000,25300,25400,25500,25600,25700,26000"
2025-01-07,11:35,"25000,25300,25500,25700,25800,25900,26000","24500,24600,24700,24800,24900,25000,25200,25250,25300,25500,25600,25700,25800,26000"
2025-01-07,11:40,"24500,24600,25000,25500,25600,25700,25800,25900,26000","24200,24300,24400,24500,24600,24700,24900,25000,25300,25400,25500,25550,25600,25800,26000"
2025-01-07,11:45,"24900,25000,25100,25300,25350,25400,25500,25600,25700,25800,26000","24500,24600,24800,24900,25000,25200,25300,25500,25600,25800,26000"
2025-01-07,11:50,"24700,24800,25000,25200,25300,25500,25600,25700,25750,25800,25850,25900,26000,26050","24200,24300,24500,24600,24700,24800,24900,24950,25000,25200,25300,25500,25600,25700,25800,26000"
2025-01-07,11:55,"24500,25000,25050,25500,25550,25600,25650,25700,25750,25800,25850,25900,26000","24150,24200,24300,24400,24500,24600,24700,24800,24900,25000,25100,25200,25300,25400,25500,25600,25700,25750,25800,26000"
2025-01-07,12:00,"24800,25000,25200,25300,25400,25500,25600,25800,26000","24150,24200,24300,24400,24500,24600,24700,24750,24800,24850,24900,25000,25100,25200,25300,25500,25600,25800,26000"
2025-01-07,12:05,"24500,25000,25100,25300,25350,25500,25600,25700,25800,26000","24300,24500,24600,24700,24800,25000,25100,25400,25500,25550,25600,25800,26000"
2025-01-07,12:10,"25000,25100,25200,25300,25500,25700,25800,25950,26000","24400,24500,24700,24800,24950,25000,25500,25800,26000"
2025-01-07,12:15,"25000,25200,25300,25350,25500,25600,25700,25800,25900,26000","24150,24200,24300,24500,24600,24700,24750,24800,25000,25200,25300,25400,25450,25500,25600,25650,25700,25800,25950,26000"
2025-01-07,12:20,"24500,24800,25000,25100,25300,25350,25400,25500,25700,25800,26000,26050","24300,24500,24700,24800,24900,25000,25400,25500,25550,25800,26000,26050"
2025-01-07,12:25,"25000,25200,25300,25500,25550,25700,26000,26050","24200,24300,24400,24500,24600,24800,25000,25200,25300,25500,25550,25800,26000"
2025-01-07,12:30,"25000,25100,25300,25350,25500,25750,25800,26000","24200,24500,24600,24700,25000,25200,25400,25500,25600,25800,26000"
2025-01-07,12:35,"25400,25500,25600,25700,25800,26000","24300,24400,24500,24700,25000,25400,25500,25600,26000"
2025-01-07,12:40,"24500,25000,25400,25500,25550,25600,25700,25800,26000","24500,25000,25300,25450,25500,25600,25800,26000"
2025-01-07,12:45,"25000,25400,25500,25600,25800,25900,26000","24300,24400,24450,24500,24700,24800,25000,25200,25300,25400,25500,25600,25800,26000"
2025-01-07,12:50,"24700,25000,25400,25500,25800,25950,26000","24200,24500,24700,24800,25000,25100,25300,25500,25600,26000"
2025-01-07,12:55,"25000,25200,25500,25700,25800,26000","24200,24400,24500,24800,25000,25100,25200,25300,25500,25800,26000"
2025-01-07,13:00,"25500,25550,25600,25800,26000","24300,24500,24800,25000,25500,25800,26000"
2025-01-07,13:05,"25000,25100,25300,25400,25500,25550,25950,26000","24300,24400,24500,24600,24700,25000,25300,25350,25400,25500,25800"
2025-01-07,13:10,"25000,25100,25300,25350,25500,25550,25600,25800,25900,26000","24200,24500,24600,24750,24800,24850,24900,25000,25100,25300,25400,25450,25500,25600,25800,26000"
2025-01-07,13:15,"24500,24600,24900,25500,25550,25700,25800,26000","24200,24400,24500,24550,24800,24900,25000,25200,25300,25400,25500,25600,25700,26000"
2025-01-07,13:20,"24500,25000,25200,25500,25550,25600,25700,25900,26000,26050","24200,24400,24500,24700,24800,25000,25100,25300,25500,25550,25600,25700,26000"
2025-01-07,13:25,"24500,25000,25500,25600,25700,25800,26000","24200,24300,24500,24700,24800,25000,25100,25300,25500,25600,25700,25800,26000"
2025-01-07,13:30,"25000,25200,25400,25500,25800,26000","24200,24500,24550,24800,25000,25450,25500,26000"
2025-01-07,13:35,"25400,25500,25550,25600,25700,25750,26000","24200,24500,24800,25000,25100,25200,25300,25350,25500,25600,25700,26000"
2025-01-07,13:40,"24500,25000,25400,25500,25550,25700,25750,26000","24200,24300,24500,24700,24800,24900,25000,25100,25300,25350,25500,25550,26000"
2025-01-07,13:45,"24500,25000,25100,25500,25550,25700,26000","24200,24300,24500,24600,24700,24800,25000,25100,25500,26000"
2025-01-07,13:50,"25100,25300,25350,25500,25550,25600,25700,26000,26050","24200,24300,24400,24500,24700,24800,25000,25100,25300,25500,25600,25650,25700,25750,26000"
2025-01-07,13:55,"25000,25200,25300,25350,25500,25600,25700,25750,25900,26000,26050","24200,24300,24500,24600,24700,24800,25000,25100,25200,25300,25500,25600,25750,26000"
2025-01-07,14:00,"25000,25500,25550,25650,25700,25800,25900,25950,26000","24200,24500,24700,24800,25000,25100,25200,25300,25400,25450,25500,25600,25700,25800,26000"
2025-01-07,14:05,"24500,25000,25500,25550,25600,25650,25700,25800,26000","24200,24500,24600,24700,24800,25000,25200,25300,25500,25550,25600,25650,25700,25800,26000"
2025-01-07,14:10,"24800,25000,25500,25550,25600,25700,26000","24200,24300,24400,24500,24600,24700,24750,24800,24850,25000,25100,25200,25300,25500,25600,25700,25800,26000"
2025-01-07,14:15,"24500,24800,25000,25100,25300,25400,25500,25550,25600,25650,25700,25800,26000","24200,24300,24400,24500,24600,24700,24750,24800,24900,25000,25100,25250,25400,25500,25550,25700,25800,26000"
2025-01-07,14:20,"24500,24900,25000,25350,25500,25550,25650,25800,26000","24200,24300,24400,24500,24600,24700,24800,24900,25000,25100,25200,25300,25500,25800,26000"
2025-01-07,14:25,"24500,25200,25500,25550,25650,25750,25800,26000,26050","24200,24300,24500,24700,24800,24950,25000,25100,25200,25300,25400,25500,25550,25800,26000"
2025-01-07,14:30,"24500,25300,25500,25800,26000,26050","24200,24300,24500,24700,24800,24900,24950,25100,25200,25300,25400,25450,25500,25600,26000"
2025-01-07,14:35,"24500,25000,25500,25600,25800,25900,26000","24200,24300,24500,24700,24750,24800,24900,24950,25000,25100,25200,25400,25450,25500,25550,25600,25800,26000"
2025-01-07,14:40,"24500,25000,25100,25500,25600,25700,25750,25800,26000","24200,24300,24500,24700,24800,24900,25000,25050,25100,25500,25600,25750,25800,26000"
2025-01-07,14:45,"24500,25200,25450,25500,25550,25700,26000","24300,24400,24500,24600,24700,24800,24900,25000,25100,25500,25550,26000,26050"
2025-01-07,14:50,"25100,25200,25500,25600,25650,25700,25800,26000","24200,24300,24400,24500,24600,24700,24800,24950,25000,25050,25100,25150,25200,25300,25400,25450,25500,25550,25600,25750,25800,26000"
2025-01-07,14:55,"24500,25000,25200,25300,25350,25500,25550,25600,25800,25850,25900,25950,26000,26050","24200,24300,24500,24700,24800,25000,25100,25200,25500,25600,25650,26000"
2025-01-07,15:00,"24500,25000,25100,25500,25600,25650,25700,26000","24200,24250,24300,24500,24600,24700,24800,24900,25000,25050,25100,25200,25300,25500,25600,26000"
2025-01-07,15:05,"24500,25200,25300,25500,25550,25600,25650,25800,26000","24200,24300,24400,24500,24700,24800,25000,25100,25450,25500,25550,25600,25750,25800,26000"
2025-01-07,15:10,"25000,25200,25300,25400,25500,25600,25650,25800,25900,26000,26050","24200,24300,24400,24500,24600,24700,24800,24900,24950,25000,25200,25300,25500,25550,25600,25800,26000"
2025-01-07,15:15,"24600,25000,25500,25550,25600,25700,25750,25800,25900,25950,26000","24200,24300,24400,24500,24700,24800,24900,25000,25050,25100,25150,25300,25350,25450,25500,25550,25600,25750,26000"
2025-01-07,15:20,"25000,25200,25300,25350,25400,25500,25550,25600,25650,25700,25750,25800,25900,26000","24200,24300,24400,24500,24600,24700,24750,24800,24900,25000,25100,25200,25300,25400,25450,25500,25550,25600,25700,25800,25900,26000"
2025-01-07,15:25,"24500,24700,24950,25000,25500,25600,25650,25700,25750,25800,26000,26050","24200,24300,24400,24500,24600,24700,24800,24900,24950,25000,25100,25200,25300,25400,25500,25600,25700,25800,25900,26000"
2025-01-07,15:30,,24500
