Date,Time,CE_21500,CE_21600,CE_22000,CE_22200,CE_22250,CE_22300,CE_22350,CE_22400,CE_22450,CE_22500,CE_22550,CE_22600,CE_22650,CE_22700,CE_22750,CE_22800,CE_22850,CE_22900,CE_22950,CE_23000,CE_23050,CE_23100,CE_23150,CE_23200,CE_23250,CE_23300,CE_23350,CE_23400,CE_23450,CE_23500,CE_23550,CE_23600,CE_23650,CE_23700,CE_23750,CE_23800,CE_23850,CE_23900,CE_23950,CE_24000,CE_24050,CE_24100,CE_24150,CE_24200,CE_24250,CE_24300,CE_24350,CE_24400,CE_24450,CE_24500,CE_24550,CE_24600,CE_24650,CE_24700,CE_24750,CE_24800,CE_24850,CE_24900,CE_24950,CE_25000,CE_25050,CE_25100,CE_25200,CE_25300,CE_25350,CE_25400,CE_25450,CE_25500,CE_25550,CE_25600,CE_25650,CE_25700,CE_25750,CE_25800,CE_25850,CE_25900,CE_25950,CE_26000,CE_26050,PE_21400,PE_21500,PE_21600,PE_21700,PE_21800,PE_21900,PE_22000,PE_22100,PE_22150,PE_22200,PE_22250,PE_22300,PE_22350,PE_22400,PE_22450,PE_22500,PE_22550,PE_22600,PE_22650,PE_22700,PE_22750,PE_22800,PE_22850,PE_22900,PE_22950,PE_23000,PE_23050,PE_23100,PE_23150,PE_23200,PE_23250,PE_23300,PE_23350,PE_23400,PE_23450,PE_23500,PE_23550,PE_23600,PE_23650,PE_23700,PE_23750,PE_23800,PE_23850,PE_23900,PE_23950,PE_24000,PE_24050,PE_24100,PE_24150,PE_24200,PE_24250,PE_24300,PE_24350,PE_24400,PE_24450,PE_24500,PE_24550,PE_24600,PE_24700,PE_24750,PE_24800,PE_24850,PE_24900,PE_24950,PE_25000,PE_25050,PE_25100,PE_25150,PE_25200,PE_25250,PE_25300,PE_25350,PE_25400,PE_25450,PE_25500,PE_25550,PE_25600,PE_25650,PE_25700,PE_25750,PE_25800,PE_25850,PE_25900,PE_25950,PE_26000,PE_26050
2025-01-04,09:30,,,1795.0,,,,,,,1335.0,,,,,,,,1000.5,,934.95,,879.65,,788.45,,722.55,,,,589.65,565.9,527.0,480.4,473.0,452.0,418.0,,369.6,,328.3,,282.25,,246.1,,213.0,,179.8,,158.5,149.65,135.25,,116.8,113.0,100.35,97.5,84.35,,,,,,,,,,,,,,,,,,,,,,48.3,53.1,,63.0,68.75,75.05,85.25,90.95,,100.0,,110.95,,122.5,,138.1,,152.1,,169.0,,188.0,,206.6,,234.15,234.5,257.55,,284.95,,315.1,,348.05,361.1,382.95,400.45,419.1,,460.7,482.0,504.1,,553.6,,609.5,,657.0,,725.05,,,,,,,959.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,09:35,,,1795.0,,,,,,,,,,,,,,,,,960.0,,891.85,,828.0,,741.9,,676.2,,611.0,578.65,546.0,,496.5,466.25,438.65,,388.5,,344.95,,295.05,285.0,256.7,,224.5,198.5,190.2,177.75,166.7,154.45,141.25,,120.95,,104.05,,88.4,,,,,,,,,,,,,,,,,,,,,,46.65,51.35,,,,72.05,81.9,87.05,,96.75,,106.35,,119.15,,133.55,,148.45,,163.5,,180.6,,202.3,,225.95,,251.4,270.0,274.7,284.1,304.1,,334.3,,366.5,,405.65,,446.6,,489.65,,536.45,,587.0,,,,701.4,,,,,,910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,09:40,,,,,,,,,,1396.0,,,,,,,,1059.45,,979.9,,,,848.3,,778.85,,,585.9,630.0,599.9,575.0,544.4,510.0,,452.45,436.15,397.15,,354.4,341.55,305.8,,265.85,,231.1,,198.05,,172.1,161.9,147.2,,129.0,,108.9,103.15,92.1,,,,,,,,,,,,,,,,,,,,,,46.15,51.45,,,66.1,71.4,81.25,87.0,,94.5,,104.55,115.65,,,132.0,,143.45,,158.55,,177.8,,199.35,,223.0,,245.3,,268.35,,294.5,,323.5,340.3,362.05,379.95,,,432.0,,476.2,,522.1,,580.0,,627.0,,682.9,,,,805.0,,875.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,09:45,,,1820.25,,,,,,,1395.0,,,,,,1130.0,,1060.0,,980.0,,,,849.05,,759.0,,,667.45,636.1,,576.0,,515.0,,457.8,,406.0,,361.0,,312.0,,269.2,,236.8,,203.2,186.3,177.35,161.6,147.85,,125.85,,107.7,,92.1,,,,,,,,,,,,,,,,,,,,,,46.45,50.65,,,,71.4,80.45,,,94.2,,106.0,,118.0,,131.4,,143.4,,160.1,,175.0,,200.5,,220.55,,244.9,,269.65,282.5,297.65,,323.5,,360.0,382.3,400.3,,432.0,,481.4,,531.15,,577.05,,625.0,,683.95,,747.2,,805.0,,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,09:50,,,1833.6,,,,,,,,,,,,,,,,,970.45,,,,,,,,,661.55,627.4,,576.55,,516.1,466.75,460.0,,395.9,,361.8,,310.45,285.1,274.35,,238.35,,204.95,189.7,176.7,158.55,150.65,,124.5,,104.15,103.15,90.05,,,,,,,,,,,,,,,,,,,,,,45.7,50.0,,,,70.5,79.25,85.5,,93.5,,106.2,,115.0,,128.35,,142.3,,160.0,,180.0,,197.65,,218.85,,242.55,,274.9,282.0,297.5,,326.35,,359.05,,400.0,,436.0,,476.6,,536.95,,575.6,,641.25,,684.85,,,,,,903.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,09:55,,,,,,,,,,1377.0,,,,,,,,,,975.95,,897.1,,824.9,,760.0,,691.65,,629.4,,562.05,545.3,512.75,481.35,454.2,436.15,402.95,,352.8,336.1,307.0,285.1,266.0,,231.3,,200.65,,176.65,158.8,149.8,,126.6,,109.85,,90.3,,,,,,,,,,,,,,,,,,,,,,,50.45,,,64.75,72.05,79.9,85.45,,97.05,106.2,106.0,,115.95,,129.85,,147.25,,159.9,,183.0,,201.15,,221.0,,249.5,,270.0,282.0,303.75,,335.5,,364.25,385.35,404.4,,438.15,465.5,481.7,,530.15,,588.3,,630.5,,692.55,,747.2,,,,885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,10:00,2250.0,,1765.15,,,,,,,1335.0,,,,,,1130.0,,,,963.0,,,,808.0,,759.55,,692.25,658.95,625.25,605.35,538.0,511.45,508.0,450.0,446.75,,392.5,,353.2,327.6,299.5,286.0,250.95,,232.95,,198.25,,172.85,159.4,147.05,,124.15,,107.0,93.55,88.8,,,,,,,,,,,,,,,,,,,,,,46.9,51.2,,,67.25,73.45,82.1,90.1,,98.0,,106.05,,120.05,,133.0,,147.9,,167.5,,,,209.0,,225.7,234.5,248.75,,281.5,,304.4,,333.0,,367.05,,402.0,,442.0,,490.85,,535.45,,589.0,,,,699.6,,,,,,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,10:05,,,1770.0,,,,,,,,,,,,,,,,,945.0,,,,803.0,,,,658.55,,601.65,,539.65,,481.45,453.0,427.0,,,355.0,336.2,,289.45,272.5,258.3,,219.75,,188.5,189.7,162.8,,139.2,,119.15,,103.4,,86.3,,,,,,,,,,,,,,,,,,,,,,47.2,52.2,,61.25,67.4,,84.0,89.9,,99.45,,108.0,,,,136.3,,149.9,,,,185.0,,209.0,,232.15,,256.15,,285.9,,315.0,,,340.3,378.95,,416.65,,465.0,,500.65,,550.8,,610.2,,666.3,,718.65,,,,,,924.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,10:10,,,,,,,,,,,,,,,,1085.7,,,,929.0,,,,,,720.0,,658.75,,590.0,,530.0,,479.55,451.0,425.5,,376.45,,331.5,,289.4,,249.2,,217.75,,186.7,175.3,160.0,,136.3,,115.9,,100.05,,83.1,,,,,,,,,,,,,,,,,,,,,,47.5,52.55,,62.15,67.75,74.1,84.45,91.05,,99.55,,109.15,,122.0,,137.3,,152.45,,167.0,,189.55,,210.7,224.8,235.3,246.75,262.55,,285.45,,316.5,,344.45,363.45,385.3,,424.0,,465.5,,510.0,,559.5,,616.4,,666.45,,729.4,,795.35,,,,932.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,10:15,,,,,,,,,,1348.0,,,,,,,,,,925.0,,,,,,713.0,,648.5,,584.0,,525.15,,,,419.7,,372.2,,326.6,,292.15,,251.0,,215.4,,182.45,,158.25,,134.2,,115.0,104.9,102.95,90.0,82.7,,,,,,,,,,,,,,,,,,,,,,47.15,51.8,,61.0,66.4,69.7,84.1,88.25,,99.0,,109.2,,119.35,,137.05,,,,,,189.4,,,,237.0,248.2,251.2,260.55,285.8,300.0,317.0,,348.05,,386.05,395.25,416.95,,459.75,,500.15,,548.5,,623.0,,670.05,,734.8,,,,848.0,,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,10:20,,,1733.0,,,,,,,,,,,,,1034.25,,,,912.0,,897.1,,775.0,,730.5,,666.0,585.9,603.05,574.0,544.3,483.1,478.55,,434.0,,381.05,329.5,339.8,316.75,296.3,,258.0,226.05,216.6,,190.75,,165.35,,139.9,,117.0,101.05,102.35,94.0,86.7,,,,,,,,,,,,,,,,,,,,,,47.7,51.95,,61.0,68.3,73.2,82.25,87.5,,97.95,,108.95,121.2,121.0,,133.2,,150.0,,166.6,,189.15,,213.55,223.55,228.55,240.1,257.9,266.2,285.35,320.1,310.5,,338.5,364.05,373.65,,411.7,,487.95,505.0,510.8,,558.7,,600.9,,672.65,,728.5,,,,843.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,10:25,,,1700.0,,,1440.0,,,,1241.0,,,,,,1003.05,,,,881.95,,,,,,671.6,,613.5,582.45,550.1,508.35,497.55,460.0,439.05,,387.6,,342.0,309.3,302.45,,261.1,233.8,227.5,,195.95,165.35,168.7,157.2,145.1,129.5,123.6,,104.7,98.6,91.95,84.15,76.9,,,,,,,,,,,,,,,,,,,,,,53.55,57.3,,70.0,74.2,82.0,92.9,98.6,,108.3,,120.4,130.7,134.0,,151.6,,166.85,,185.6,,205.35,,233.0,253.7,255.4,270.1,281.2,309.85,310.0,327.8,344.0,,373.05,399.0,416.05,,454.25,,507.3,,549.3,,624.0,,659.0,,753.0,,803.05,,865.0,,,,991.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,10:30,,,1660.0,,,,,,,1238.0,,,,,,987.0,,1060.0,,846.05,,776.85,,712.45,,647.2,,569.9,544.0,523.1,484.35,469.4,,421.95,,365.05,,322.5,,285.2,260.1,246.65,223.75,214.0,194.7,185.4,170.55,159.0,148.8,137.0,124.75,117.55,,98.1,,87.05,78.25,71.35,,,,,,,,,,,,,,,,,,,,,,56.55,60.25,,73.95,84.7,88.0,98.6,109.0,,116.0,,126.9,136.4,143.3,,161.0,,178.35,,197.8,,218.15,,245.65,,270.55,283.4,300.0,319.85,330.0,353.25,364.0,,395.8,425.85,437.0,,484.15,,530.6,567.95,575.0,,635.9,,696.5,,767.6,,833.15,,,,,,1035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,10:35,2085.95,,1634.75,,,,,,,1222.0,,,,,,983.9,,,,840.3,,,741.45,693.75,,635.0,,581.0,544.0,515.05,484.35,466.2,,410.25,384.15,360.0,,318.7,,281.0,,245.15,226.7,210.65,197.1,181.0,167.0,155.5,146.45,134.95,125.55,115.0,,98.85,,85.25,,73.0,,,,,,,,,,,,,,,,,,,,,,55.45,59.9,,72.1,80.05,90.05,97.95,104.95,,115.1,,128.0,,150.9,,162.65,166.3,179.35,,197.65,,222.55,226.05,248.05,260.3,275.7,295.4,300.3,,329.5,353.25,362.65,,399.15,,447.05,462.35,490.0,,536.2,549.7,588.95,,641.6,,706.0,,761.3,,823.9,,894.7,,,,1048.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,10:40,,,1634.75,,,,,,,1242.0,,,,,,,,922.85,,849.0,,,,,680.0,644.25,,589.6,,528.0,503.0,470.9,,418.55,393.25,371.2,348.85,325.9,303.1,286.0,,244.0,,215.35,199.6,183.0,171.0,157.9,148.0,136.95,126.75,117.0,,100.6,,86.05,80.15,74.85,,,,,,,,,,,,,,,,,,,,,,,60.9,,71.35,,,96.05,103.15,,112.55,,125.4,,140.3,,157.8,,176.3,,195.2,,216.0,,241.8,,266.75,,295.5,,325.65,341.9,360.0,368.85,396.55,425.85,433.9,,481.35,501.45,528.2,,575.0,,624.5,,690.0,,749.35,,801.8,856.3,,,,,1030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,10:45,,,1662.0,,,,,,,1254.0,,,,,,,,,,857.1,,776.85,,,680.0,648.0,,588.0,,530.0,501.15,479.55,446.3,420.05,400.0,372.1,348.85,327.0,,288.45,,253.5,,216.05,204.9,189.05,175.8,158.5,146.9,137.4,127.25,117.55,,100.7,,86.6,,76.0,,,,,,,,,,,,,,,,,,,,,,,58.55,,68.45,79.35,,95.4,102.55,,111.9,,124.9,,139.9,,158.5,,171.55,,197.8,,218.65,,240.6,,267.1,,293.0,,318.3,342.95,357.0,,387.0,396.95,432.65,,468.35,501.45,523.2,,566.75,580.6,613.0,,683.55,,732.7,,800.75,845.2,,,955.5,,1012.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,10:50,2085.95,,1650.0,,,,,,,1224.0,,,,,,,,916.6,,847.0,,777.65,,709.15,672.75,643.45,,581.8,550.0,521.0,495.3,467.65,438.25,415.3,,370.0,,317.7,,283.95,260.1,244.2,,211.05,196.4,182.25,166.65,155.0,143.7,135.0,,115.0,,98.95,90.85,84.4,,72.0,,,,,,,,,,,,,,,,,,,,,,57.15,61.25,,74.15,80.0,87.55,97.75,105.75,,116.15,,132.0,,146.0,,163.95,,180.55,,200.0,,227.3,,250.0,,273.95,,305.1,,337.7,353.45,370.85,,404.05,424.25,441.45,,487.7,,534.0,558.65,582.0,599.5,636.0,,697.0,,753.35,,818.9,852.15,,,,,1038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,10:55,,,,1462.0,,,,,,1231.95,,,,,,993.1,,917.3,,841.1,,750.6,,710.5,644.95,645.0,,577.0,,522.7,496.45,467.0,,410.1,,365.5,,320.0,,285.25,253.65,243.55,221.0,211.75,,177.3,,152.05,,134.35,,114.25,,98.75,,84.9,,66.5,,,,,,,,,,,,,,,,,,,,,,60.0,62.15,,75.15,84.0,90.05,99.45,109.5,,123.55,135.0,141.0,149.6,148.3,,164.55,,190.95,,204.55,,225.85,,251.1,,277.45,,306.8,,336.0,361.9,373.1,,410.6,,449.4,492.85,499.55,528.45,540.0,582.85,600.95,,656.0,,703.75,,754.4,,818.85,,,,,,1061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,11:00,,,1606.1,,,1322.75,,,,1189.95,,,,,,950.0,,883.8,,811.6,,747.05,,674.05,643.65,612.1,,553.35,,495.0,,442.5,410.65,394.05,371.55,344.9,,302.8,,268.0,,231.15,214.6,199.0,184.25,171.0,,146.0,,127.25,,108.35,,93.6,84.7,80.75,,66.5,,,,,,,,,,,,,,,,,,,,,,60.0,66.4,,,86.55,95.0,106.7,113.65,,126.55,,137.7,150.2,157.3,,178.05,189.3,195.95,,216.7,,241.35,,266.0,,295.05,,324.4,,356.9,372.0,390.35,,429.3,,470.7,,516.0,,557.5,,615.45,646.05,671.8,,734.0,,790.45,,858.95,,,,,,1089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,11:05,,,1592.0,,,,,,,1178.05,,,,,,949.2,,876.3,,800.05,,739.05,,671.0,634.9,603.0,,545.2,,489.4,,439.3,410.65,388.0,,340.5,319.35,297.8,279.4,264.0,243.1,225.75,210.85,195.0,,168.25,155.75,143.95,,125.15,115.65,106.8,,91.45,84.55,78.75,,67.8,,,,,,,,,,,,,,,,,,,,,,59.05,66.25,,,86.45,96.65,108.85,117.0,,130.05,137.05,144.15,,161.4,,181.9,191.35,199.15,,223.25,,245.85,,271.15,285.2,300.0,,329.35,345.15,362.25,380.35,398.0,,435.4,,480.2,,522.15,545.8,573.7,,626.05,650.6,679.45,711.6,745.8,,806.05,,872.65,,,,,,1092.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,11:10,2022.95,,1577.0,,,,,,,1167.05,,,,1020.0,,943.1,,875.45,,799.0,,731.55,,664.2,,602.0,,542.85,515.5,485.0,465.2,435.15,,384.15,,338.4,,296.1,,262.45,,,210.0,194.55,179.6,168.15,,142.85,132.8,125.0,,106.55,,91.25,84.55,79.35,70.75,65.0,,,,,,,,,,,,,,,,,,,,,,60.15,66.2,,80.05,87.75,97.55,110.0,118.15,,130.95,,145.75,,166.75,,184.2,,203.8,,225.1,,248.2,,274.85,288.0,303.85,,331.65,343.85,368.0,380.8,400.65,,438.35,456.05,484.15,500.6,527.25,,575.0,,627.05,651.3,680.95,,750.0,,810.95,,875.65,,,,,,1105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,11:15,,,1577.0,,,,,,,1167.05,,,,,,955.35,,872.35,,799.05,,743.7,,679.9,,,,542.25,,485.05,465.2,430.5,,386.0,,336.0,319.35,294.0,279.4,260.5,,221.55,,192.4,178.0,165.3,,143.55,133.65,122.95,114.8,105.0,,89.45,,80.6,,67.75,,,,,,,,,,,,,,,,,,,,,,58.2,65.25,,78.15,83.85,95.15,107.65,116.55,,129.65,137.05,144.2,,161.2,166.3,182.0,190.6,199.5,206.4,221.55,,246.5,,272.35,285.1,300.2,,329.45,,362.45,372.5,398.2,,438.0,,478.35,,523.05,,571.65,,,,681.7,,744.45,,,,,,940.75,,,,1105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,11:20,,,,,,,,,,1195.0,,,,,,949.15,,878.15,,807.05,,741.5,,,634.9,609.0,,547.75,,492.85,,439.6,,389.05,,342.05,320.2,300.25,281.5,264.05,243.1,224.5,206.75,196.35,181.5,169.15,154.7,144.35,133.7,124.75,115.85,107.4,,91.6,86.7,79.6,,67.8,,,,,,,,,,,,,,,,,,,,,,,63.35,,77.35,84.6,94.0,105.6,115.75,,127.15,134.4,142.3,150.25,159.1,,180.0,188.0,197.9,209.2,220.3,,244.8,,271.0,,297.2,309.0,326.75,,360.25,,394.05,,435.45,,474.55,,516.0,545.8,568.6,583.7,620.0,637.85,682.85,,734.65,,789.0,,866.2,,940.75,,,,1076.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,11:25,,,,,,,,,,1175.0,,,,,,941.35,,877.85,,799.85,,,,675.0,618.7,610.0,,537.65,,493.2,,437.25,413.45,387.15,,338.15,,291.8,,264.5,,222.95,210.05,195.45,178.0,166.55,156.6,145.65,134.0,125.6,,105.25,,91.8,84.95,80.05,,65.5,,,,,,,,,,,,,,,,,,,,,,57.8,63.6,,76.75,85.6,92.85,105.3,111.5,,126.75,135.0,141.7,,157.95,170.0,179.0,192.6,199.7,213.3,218.45,,240.95,249.65,272.85,287.3,295.0,314.1,322.7,343.5,363.0,377.25,394.15,409.55,435.6,456.55,470.35,497.5,523.3,540.45,567.95,,624.1,,684.5,,728.9,,,,,,940.75,,,,1088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,11:30,,,1580.0,,,,,,,1170.0,,,,,969.55,951.55,,,,792.45,,,,664.05,640.55,600.0,,548.55,,490.7,,437.7,,383.15,,340.45,,298.9,,263.75,235.1,222.8,209.65,193.55,177.75,165.5,155.0,144.95,131.55,125.35,,105.0,,91.65,,79.45,70.75,65.0,,,,,,,,,,,,,,,,,,,,,,57.35,63.5,,76.85,86.35,96.1,106.45,114.65,,127.5,,142.95,,160.0,,179.15,196.8,197.5,210.7,219.8,,244.1,255.55,270.35,282.15,296.7,,328.7,,357.0,385.0,404.9,413.5,431.45,458.5,473.15,502.45,517.7,557.6,565.0,,617.55,644.85,,,740.1,,,,,908.75,,,,,1108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,11:35,,,1572.0,,,,,,,1165.0,,,,,,925.95,,860.0,,790.0,,,,657.55,,594.85,,527.9,,479.65,,428.0,,372.55,,332.0,,290.85,,257.2,235.05,220.05,202.2,189.6,175.65,164.7,151.0,141.8,130.25,122.5,,104.1,,89.95,83.55,77.8,68.75,,,,,,,,,,,,,,,,,,,,,,,59.1,65.25,,78.85,86.45,96.1,109.95,118.35,,133.25,,149.4,,169.95,,185.35,196.8,205.0,,225.05,,252.0,,280.05,296.05,305.55,,337.05,,369.0,386.1,404.0,,450.0,,485.3,,530.45,,578.7,,632.8,661.7,701.65,,755.0,,832.15,,885.0,,,,,,,,,,,,,1426.75,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,11:40,2000.0,,1550.0,,,,,,,1155.0,,,,,,927.4,,,,782.25,,,,654.7,604.95,591.0,,530.05,,472.9,,425.5,,373.95,352.35,329.45,302.45,288.0,267.15,255.2,235.05,221.15,199.75,188.2,175.3,162.6,148.75,140.1,130.25,121.15,,103.85,,88.2,82.3,76.6,70.95,64.05,,,,,,,,,,,,,,,,,,,,,,59.8,66.75,,80.0,89.8,99.3,112.05,120.1,,133.75,,149.25,,171.95,,188.7,,207.55,225.6,229.35,,254.0,271.15,280.75,,308.65,326.9,339.95,356.75,373.9,395.0,408.9,442.15,451.6,484.85,492.5,,541.0,560.0,,,646.0,,,,761.8,,,,890.0,,,,,,1114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,11:45,,,,,,,,,,1134.05,,,,,,913.45,,,,775.5,,,,636.35,,577.8,,518.95,,465.0,,413.25,,367.35,344.15,324.7,302.45,281.5,,251.35,,214.55,201.4,185.35,172.9,161.2,147.85,138.15,,119.35,,102.55,,87.8,81.35,75.7,71.0,64.0,,,,,,,,,,,,,,,,,,,,,,60.65,66.85,,,88.7,99.3,112.35,123.2,,135.55,,152.25,,171.95,,190.35,,210.35,,234.85,,258.3,,287.8,298.0,314.65,329.35,346.6,,379.05,,416.0,,459.6,,501.95,515.7,555.35,,604.45,,656.0,,,,778.95,,832.25,,,,,,,,1141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,11:50,2000.0,,1550.0,,,,,,,1155.95,,,,,,923.75,,,,784.15,,709.5,,650.5,,581.3,,529.0,,473.5,,,393.35,374.55,,330.5,,289.7,267.15,256.8,235.05,219.05,204.25,190.25,,162.95,149.7,141.35,129.85,121.25,,103.8,,88.35,82.55,77.0,,64.05,,,,,,,,,,,,,,,,,,,,,,61.05,66.5,,81.1,90.0,97.75,111.8,119.8,,133.7,142.85,149.3,,166.05,,187.75,,207.4,,229.85,,252.95,,,,309.4,325.75,339.55,,372.95,,414.25,,451.9,,494.95,526.75,541.3,570.25,,,644.25,,700.05,,772.75,,828.7,,904.25,,,,,,1123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
